title,artist,total_popularity_weight,spotify_id
Beautiful Soul,Jesse McCartney,72782,1HwpWwa6bnqqRhK8agG4RS
Rehat,Kunto Aji,72776,7mjO4RbTZIb1SfE8G673Lm
Ich würd' lügen,KAYEF,72775,7aD28kTiyT3nK4SuxbDzTu
Мокрые кроссы,Tima Belorusskih,72772,4pabBInSeFk9PPy6PfVsTL
Loco,"Yung Felix, Poke, Dopebwoy",72764,0DCxNJg7yquzAHORClrP3e
10 Years,Daði Freyr,72712,6N6HSN3zytFXva8LTUUvIL
Háborgó mélység 2,"Lotfi Begi, Burai",72697,3s82OxhdVSFJZ00sYJI4BD
Tipota Ston Kosmo,LEX,72688,6WCkbrjSG16OJTlMayNmqU
Lghrib,L7or,72670,4L8TlcAEKCCmIdM7Pex3bt
Tan Bien (feat. Agus Padilla),Lit Killah,72656,43Q1jBoHh3pQkh3Oy7TA1g
Loquita,"Reik, Rauw Alejandro",72646,2OTULPNeQUkwQ0tNzcG7tj
ghostin,Ariana Grande,72623,2vdBo4ALPYbHRUPKgtE5iC
Моя голова винтом (My head is spinning like a screw),kostromin,72623,0HKg9EIm108KxVdFR81yZG
We Paid (feat. 42 Dugg),Lil Baby,72620,6gxKUmycQX7uyMwJcweFjp
All Night (feat. Knox Fortune),Chance the Rapper,72619,60xaS8mYBKUW4VQQ666N0T
ביחד,"Marina Maximilian, Guy Mentesh",72593,3yyHRwblo5kk0fH9pfMP6M
חברות שלך,Omer Adam,72569,0qpEELCqaaHG0g3fxiMcPL
Aqua Aura,Fricky,72551,21seJU3I860EqQOlDnAoVV
Die For You,The Weeknd,72512,2Ch7LmS7r2Gy2kc64wv3Bz
Tills mitt hjärta går under,Myra Granberg,72507,71q2qYTo4BzqNGpy5S7vV3
Alkohol a Molly,Viktor Sheen,72506,6tDUBsjjnatpsZDKU7Y7qu
猜不透,Della,72504,5FGzM47D9MUa0y7qb2D0Ix
Vai Lan Don Dua,Soobin Hoang Son,72503,6hUpxEKFSjS8metuA1yxlf
Pauwi Nako,"PDL, Skusta Clee, Jnske, Bullet D, Yuridope, Flow G",72477,2tzAN1L07SNwnOdgOEeuQr
B.O.B.A.,"JóiPé, Króli",72459,0joWq4iwCPpciUU0hCnCwO
Serenata cruel,Villa Cariño,72394,6BcZWG4vk036g4PkDUE7Iz
Together,Sia,72393,5id3Rqn7SPj1LX4FfY4nGz
Nice Girl 2.0,Ufo361,72372,2BK4G9zNyTtcPPht84KCkh
Me Vas A Extrañar,N'Samble,72352,10OXEEbtNRaeiHeKHj25XB
BRABA,Luísa Sonza,72340,2WlZuBDgLfT7Kc0admhFdg
Back & Forth,"MK, Jonas Blue, Becky Hill",72252,4M8x1TR36VMQMFMbGCdoyA
El Manual,Anuel AA,72247,7kOf0qHO4Rcwk6QJifZDRJ
Pupila,"ANAVITÓRIA, Vitor Kley",72224,7Gk5OrMYaMRtT2JmgJVAfk
Tough Love,"Avicii, Agnes, Vargas & Lagola",72165,1yfyIdEw5U2bD5I6gxQCxW
Malibu,Vegas Jones,72152,6fx5OoZ0IFY8Re3pz5nBAi
Mela!,Ryokuoushoku Shakai,72124,6IO5nn84TKArsi3cjpIqaD
Sing Me to Sleep,Alan Walker,72038,2Fjz5ZC5BvFdCqcnTZ3ilH
40%,Aya Nakamura,71953,47LFcy7prvEY5D08d26zOo
El Envidioso,Los Dos Carnales,71952,53PoPAD389bBE4ePYuT95g
Daha Mutlu Olamam,mor ve ötesi,71944,2eLrEVKhufuCkMn0NhdWUJ
時光倒流一句話,Terence Lam,71942,1V7V9ekndGc7vqE3hVUKmA
Visszajövök,Bagossy Brothers Company,71933,5kv5vvLDSMjyA6NbACCDFa
Sempre In Due,Carl Brave x Franco126,71931,6ElWuGFrYbsf2mdHWUoGCk
Kanzen kankaku Dreamer,ONE OK ROCK,71914,2jJah9GyleXqZSQxsMYxbQ
ฝันถึงแฟนเก่า,Three Man Down,71895,30yK52iMFxgYENNEGFySm3
Nyaman,Andmesh,71893,1li6ZfdoeHY0STg2hU2pkE
Amin Paling Serius,"Sal Priadi, Nadin Amizah",71888,1q1dsfckKMgjfr8DfdeKfs
Young & Heartless,Yasin,71837,790PcilN39UzTm96gB3lnE
Raf,"Deeperise, Jabbar",71836,1jStctxoCQu67sVWxzatLC
Lemon Pepper Freestyle (feat. Rick Ross),Drake,71830,4FRW5Nza1Ym91BGV4nFWXI
Malá Biš,Nik Tendo,71784,24uwSyNSroMsm845cJXfWG
Run,Joji,71761,2r8RwegunaKMYW4pDFEMKM
Lost in the Fire (feat. The Weeknd),Gesaffelstein,71721,2vXKRlJBXyOcvZYTdNeckS
Rabiola,MC Kevinho,71713,4ElQE5JDPUuESlyHCHNOXA
Bäng Bäng typerä sydän (feat. eetu),Ellinoora,71712,5g4KyDNIMfAVhrMh3zJGRH
Meer,Luciano,71710,1LcvTvRfWrQjrF6aymfugd
كان نفسي,Wegz,71704,7e2Fzu33SbX4ECAB1Y1QDI
Leve,Cartel De Santa,71678,00jpfco62YfQj1BBYCCuKH
august,Taylor Swift,71654,3hUxzQpSfdDqwM3ZTFQY0K
Tran Tran,Sfera Ebbasta,71647,6coVCFXrqlpETyYCjGNSTe
Magia,Alvaro Soler,71640,1zxZ9yi8ddRPghXntx4U5Q
Für Euch alle (feat. Samra & Capital Bra),Bushido,71635,0eKKoqxVuKTQAfzNXlCeCD
Diavla,"Chris Viz, Young Vene",71626,4I5d9bncylDtDxaXdnNtl2
gebe auf.,Lune,71598,1upzszB5JxMfNUEBmkcgaO
Tappat,Victor Leksell,71571,6pgZeXZxdJM8uG7DB52SPj
champagne problems,Taylor Swift,71555,0sY6ZUTh4yoctD8VIXz339
แก้มน้องนางนั้นแดงกว่าใคร,เขียนไขและวานิช,71552,4dt2t2q5GJ9tHeZePvNLKt
BLUNTED 5 - Remix,"Bruno LC, Blunted Vato, Mesita",71549,6dlW3JOpCjzLBaNLiMfmx9
Virgen,Adolescent's Orquesta,71547,5HCGrYR7g9u2X9Ju83yQLm
Make A Wish (Birthday Song),NCT U,71537,1Q5SpQeocfNXefx76svqkl
Zahri,Inkonnu,71537,7tbdg8jBXvkdqo1LiuKZ2l
Só Quer Vrau,"MC MM, DJ RD",71512,0DbNuTBlJ5ixoDdHZ523DT
Hadi Gittik,"Ozbi, Melek Mosso",71497,4Hb7Lr6S2OEFbelL5ktl12
Per Un Milione,Boomdabash,71461,5L1HQLXeih82ecmY0tOH7w
Mds,"Kawe, Mc Lele JP",71392,0QglpM23kl9ldvVdoYNZwF
יש ימים,Liran Danino,71389,7xZ5nSNL666RpILjmffVEU
Let Me Love You (feat. Chris Crone),SJUR,71386,2jfCy43LsFbCQoB6HyetlY
Mañana Es Too Late,"Jesse & Joy, J Balvin",71363,7ckO8bTkYT5YzwzwnZ6v5a
The Motto,"Tiësto, Ava Max",71363,18asYwWugKjjsihZ0YvRxO
ドライフラワー,優里,71359,7dH0dpi751EoguDDg3xx6J
Monica Bellucci,RIN,71305,0uwtoHwfX5MH2LqpQaG6Ht
Sober,Demi Lovato,71301,0STK94RxUulYqWzwFlyAb5
A Mala É Falsa - Ao Vivo,"Felipe Araújo, Henrique & Juliano",71284,0MJQk8DATYhzd7IpzpVNWh
Yesterday,Official HIGE DANdism,71281,1kMlcLyljkrShV0LSdSGBz
Ar-Condicionado No 15 - Ao Vivo,Wesley Safadão,71280,7xdOSRWm9jaWajALTx9bEr
Bad To You (with Normani & Nicki Minaj),Ariana Grande,71268,7vJS1DPc3FzBtqBs8n3mW5
"Another Day Of Sun - From ""La La Land"" Soundtrack",La La Land Cast,71267,0zCfmceT1YvtZXGbR6Roht
Hechicera,Lucas Sugo,71267,1NgoLZj6ONi4JUHiF4Y810
隔離,Jace Chan,71262,7Fr7Ag2bQyJl86BtsFmdOW
Hurt You,"The Weeknd, Gesaffelstein",71230,6QdnKD1zwEgyOWtkrdzlOF
Tienes La Magia,Lil Silvio & El Vega,71208,0fyx2JEi8DCNPinj46NjDg
Soleil,Roméo Elvis,71179,5SNfvgi4TUwx4Si0lFn3G2
Huracan,"Samra, Capital Bra",71142,6AFIVhbJLR7YVvW9fLFMu1
Anpanman,BTS,71139,453W8V5Ynwn6Tr28KuOwsO
"Loco Contigo (with J. Balvin & Ozuna feat. Nicky Jam, Natti Natasha, Darell & Sech) - REMIX","DJ Snake, J Balvin",71133,5QXQy0f2q8wJNpPwJtjifx
Me Llamas,Piso 21,71125,6tkMQQ5bJ6g0YF6d18iavC
Vangaveltur,Herra Hnetusmjör,71124,7qPaNI2PcSvdTs8twdLQRw
Drugs & The Internet,Lauv,71110,3pOSvuKA8pmBG7Ar9Y5OnK
La Quiero Conocer,Marama,71104,04VKUMvAQcC4lhtIb1hbqC
Good Morning Teacher,Atom Chanakan,71079,1gCrJaqRROp1UCotm9qi54
Where The Lights Are Low,"Toby Romeo, Felix Jaehn, FAULHABER",71054,0Cnb8XdGDMHAmIRBUJMkIS
XILIOMETRA,"Mad Clip, Hawk, Sapranov, Light",71044,0Az2D1ByNU09je0ZtzDcHm
Your Love - Dolce Amore Teleserye Theme,Juris,71041,7Hmqz4sdbmB5Qz5nZ7k41O
Cambaz,mor ve ötesi,71034,3ZkA3JnqluUWzwr64BBkl4
הלב שלי,"Omer Adam, Ishay Ribo",71030,7zsT5Dd6rLo8AOrN4Bj4Hl
PERDONAMI,Salmo,71013,7kK2m2KDEL0W8oFq6fuOcf
Spirit in the Sky,KEiiNO,70992,2C2BmWM90rql9SJjPZwAuy
Fairytale,Alexander Rybak,70980,3MnAsEBBsEj86d03RgO4EM
ไม่อยู่ในชีวิตแต่อยู่ในหัวใจ,Lula,70972,7yvlpQHSbFlRmUVZNtVAGD
PHONKY TOWN,PlayaPhonk,70970,5mnpMkzp3Z2RCCbwIEZCbv
ADMV - Versión Urbana,Maluma,70962,3wBKCNw7BFIalnqe4VXzdK
Chidiya,Vilen,70960,0aoN9BQostK81IFddJn8Ej
Kotera,Mad Clip,70908,6k3ygL2Jp7bje38FnpT6RP
More Than Friends,"James Hype, Kelli-Leigh",70907,53SnCRcGrB2UCqNGyYZhJD
"Ego Death (feat. Kanye West, FKA twigs & Skrillex)",Ty Dolla $ign,70899,3Q5cLvkKsHJvYltf8k7HkO
Daddy chocolat,"Koba LaD, Gazo",70892,4IbDTrLxImTJfZePAX2nKB
I Drink Wine,Adele,70865,6v0UJD4a2FtleHeSYVX02A
Tanya Hati,Pasto,70862,5D5wUmhN0uIWnPb6mNOBiN
天梯,C AllStar,70840,6hj8n3puSrVaEnKQa6hbWK
sweetener,Ariana Grande,70809,70khXICDeTTxgYtw3EysKH
Piccola Stella,Ultimo,70772,05GjY7oLDOgcXQPHpAdKNi
Kilo,SNIK,70765,4ecHU2aezmTqsMtRkwxjbe
Good Guy (feat. Jessie Reyez),Eminem,70763,4g32MdRoqwGKQd3NXIRhpU
Beautiful,Crush,70746,6mzF8HvHdVrzJNd8M1uFCS
Trampoline,"SHAED, ZAYN",70726,5UpI3vWoP90LFNct9GBHMe
Qué Mal Te Fue (Remix),"Natti Natasha, Justin Quiles, Miky Woodz",70718,7FhopXtl9z9YtD9NwUf9ss
3 Batidas - Ao Vivo,Guilherme & Benuto,70707,2UgfrDAVps3rsaUzCEI9YF
Dopis V lahvi,Earth,70703,4fWX5lwbz7wogbbw0WfwQE
L'baida mon amour,7ari,70692,7JEGjfo68GP0Ro2oY6j4QX
Mil Horas,Los Abuelos De La Nada,70672,7Mj6R7TjsPxeLYu0Xdvl73
Free,Marwan Pablo,70625,0FndP5bm2qtTpNOMRGsNCV
Ella Dice,"TINI, KHEA",70624,4foIsT0s9Ime0OPxTpl6N6
Te Prometo,"DENNIS, Mc Don Juan",70613,7Ac3BmqTQoLdAt7HtZyfgN
Thiago Silva,"Dave, AJ Tracey",70612,3DKCTIiJ97bS9TGiqcABjo
RÉT,"Azahriah, DESH",70611,5pYNDOTIoZZ5ab77vb8EO3
Fancy Like,Walker Hayes,70577,58UKC45GPNTflCN6nwCUeF
Bosses,"SNIK, Light, Mad Clip",70546,4lRQP4PC7ZHQnkPuq8N52N
Taste (Make It Shake),Aitch,70541,1xPpYbCaJWonL7IFXPDjON
YES,"OG Version, Proflame",70536,3SzwwAXlgx8CBinQpVf63F
พี่ๆ ตัดแว่นให้หน่อย,SERIOUS BACON,70535,5LpOs0rhNMwTPKl86QsfZl
the last great american dynasty,Taylor Swift,70500,2Eeur20xVqfUoM3Q7EFPFt
em bỏ hút thuốc chưa?,"Bich Phuong, traitimtrongvang",70488,3tiVPUFEdnJsEqFzd1FCKH
Shake It Off,Taylor Swift,70487,0cqRj7pUJDkTCEsJkx8snD
El Amor de Mi Vida,La Adictiva Banda San José de Mesillas,70466,7GT1N0MlDiTQnKY4D1meoK
Surtada - Remix Brega Funk,"Dadá Boladão, Tati Zaqui, OIK",70455,5CQWHZQ67gCo90gksxDj9s
Có Người,Vu Cat Tuong,70452,5u5AsK8JLgkr154QHZjJqh
Dancing With Your Ghost,Sasha Sloan,70423,1TQXIltqoZ5XXyfCbAeSQQ
Light,Jerome,70420,79zshLLUoqncCBkd9YfVUE
FALA,"Guzior, Oskar83",70416,4pRmXzB5gkQXkfEOLfwJQx
JCVD,Jul,70416,10iesoGb4mCYTcur1QfdO9
Invincible,Pop Smoke,70405,2vdDGvRVJlD8DeRJzdaQrc
Blijven Slapen,"Snelle, Maan",70402,5UKN8Siz4jJvMsEInb9PSG
YEAH RIGHT,Joji,70396,52ooD6LHuXFubM6d1CDD93
3 2 1,Ben Fero,70387,5NK38OSKOCAoPxTe6sOgW9
Love Your Voice,JONY,70380,4hyVrAsoKKjxAvQjPRt0ai
8 Out Of 10,Drake,70375,0zqy3ss4CwD6u4QPksS0nI
Way Back Home,SHAUN,70336,3NxuezMdSLgt4OwHzBoUhL
จำเลยรัก - Defendant Of Love,"F.HERO, Txrbo",70292,5Tvycz8M6zpI4QX8ls2HAx
別來無恙,Jason Chan,70269,2wgF570uODvVSxfd8o3eRf
Malibu,ProfJam,70257,2GNlPS9dtWE9M40vwk6qhd
My Time,BTS,70228,0YJFlxeHMUr9MxSDQVuQJA
Caballero,Alejandro Fernández,70202,6jrK6Y8d9tvjAjurI4W99u
Vibez,ZAYN,70201,6T6D9CIrHkALcHPafDFA6L
Jump (with Trippie Redd),Julia Michaels,70196,2OvV4NjEBRE9v8Oo7QeUCq
Blue Jeans,GANGGA,70195,4kfjA6WfgKBt7I7YKuDCkU
Kind Of Love,"Rat City, Isak Heim",70178,1V028kR7hQgxkibAYOMntP
風箏,Supper Moment,70174,5tXGkM9WZX2uL6MYFPV2tU
Options,"NSG, Tion Wayne",70134,2cytBOLpwFRX7J9URCrFIe
Quiéreme (feat. Abraham Mateo & Lary Over) - Remix,"Jacob Forever, Farruko",70130,782JmkLy6uVD8MW0EJrih9
ไปได้ดี,WANYAi,70121,5iXqJk5DSfS5l57s0x8dTV
Coração Na Cama - Ao Vivo,Hugo & Guilherme,70097,2nZj5YymF54qhAu7RneVP6
Olay,Ayse Hatun Onal,70090,4ZW46Kgf0SK3pOzBQDY5cM
Coladinha em Mim - Ao Vivo,"Gustavo Mioto, Anitta",70088,2lN3l0jHCjVulwdPX6NvUn
Trap Luv,Big Baby Tape,70076,15epnOVXX9PRB7A6z3YtZV
Angel Baby,Troye Sivan,70026,3wlLknnMtD8yZ0pCtCeeK4
Little Do You Know,Alex & Sierra,70024,1almCHdsfikRPfVB9VrEdT
Pistoli,"Sin Laurent, TOQUEL",70024,1m0N54Nrd76muGR1nynZgZ
Niekde V Oblakoch,Saul,70022,6OVlADVquXLhHH7x79AjR1
Conexión,"Foreign Teck, Justin Quiles, Jay Wheeler, Bryant Myers, Eladio Carrion, Tory Lanez",70001,2fpKvUg9hxiKAOLuwfEdlJ
pick up the phone,"Young Thug, Travis Scott",69993,20dP2DaMHIAmwWAbp7peSr
Indios y Vaqueros,"Sinsinati, Álvaro De Luna",69982,3u5GmyJP2MU3tEJgyiAG2T
Your Love,"David Guetta, Showtek",69940,0tgbSxoFjZ20MjfoKwWevV
เพื่อน,Polycat,69934,2Q0I6q8okCxB9UtvkSRGuA
คนที่ไม่ใช่,O-Pavee,69906,0lEGRxiBZl3SK5ZZFNsvlC
Il ballo delle incertezze,Ultimo,69905,3wwiOX2DLVqDfspd9PRJM7
Cascare nei tuoi occhi,Ultimo,69893,2Jh2ElHIfT9Qy4OMCpccuz
Teenage Fever,Drake,69866,6n3HGiq4v35D6eFOSwqYuo
Puesto Pa' Guerrial,"Bad Bunny, Myke Towers",69835,5gCg2qMPzKkW4jS4dBKdDs
Intentions,"Justin Bieber, Quavo",69818,364dI1bYnvamSnBJ8JcNzN
Night Changes,One Direction,69812,5O2P9iiztwhomNh8xkR9lJ
El Equivocado,Mano Arriba,69811,2f8Jw46lLYwssvpR03tMiL
Ich darf das,Shirin David,69787,0i239e7IfbcMy4xx3FGMNz
Yaad Piya Ki Aane Lagi,"Neha Kakkar, Tanishk Bagchi, Lalit Sen",69778,0TkquWzzuxcrwbCWlTrKYF
นอกจากชื่อฉัน,ACTART,69755,3nQlPsRsO4mEqVaiqErCLO
Like I Love You,"Nico Santos, Topic",69753,7hr6WRm7HUlVdkfnhSTm0G
Kusura Bakma,Tuğkan,69691,7ng3MkDXpSUVFQEhN6vtqG
AUSLÄNDER,Rammstein,69686,7j43FohbLVulScL7S9sQZk
Did You See,J Hus,69680,6DXEZzM4wBa3EOl0NCNSvz
แฟนใหม่หน้าคุ้น,"Maiyarap, MILLI",69670,4JLKUwhGEL3B4u5vyOKrjg
"Miljonair (feat. SBMG, Lil' Kleine, Boef & Ronnie Flex)","$hirak, Lil Kleine",69662,77wz2VtAwxAwYOGTJrZBKT
Que Mal Te Fue,Natti Natasha,69658,2btKz4s1XrMn5VHe7xZJpi
Ya No Me Duele Más,Silvestre Dangond,69653,4JnJ9ACXmtLkpH61ZvFSaM
PANAMÁ,"Trueno, Duki",69646,7fz7HrFRF4y8YEe0duWTDW
虹,Masaki Suda,69625,7AIj86wFWqm7X1TZ2hzHwS
Tempo,EXO,69608,4EjUFjzi4ErWjklOA3Aslu
Hurtige Hænder - Acoustic Version - Moyo Live P3,The Minds Of 99,69603,3D0VPp6nCN9dsyUjFv2BvP
KNZ,Inkonnu,69587,3YqEI4fpQFI8cYZiZzOyFj
BodyBag,Yzomandias,69567,3fBpzO81OXrmZPKL0KG8LF
Si Te Vas,Lit Killah,69564,5VsHkOtg0Llpa6mTGZhp5e
YAH.,Kendrick Lamar,69526,4BHSjbYylfOH5WAGusDyni
My Little Love,Adele,69526,2DuPBbS5mIldXnh7Wum8Cy
Voices,Tusse,69495,5zxZ7M4RgWZUHlMEwac8vt
"Chale Aana (From ""De De Pyaar De"")","Amaal Mallik, Armaan Malik",69479,6vuMdb0E8buJeSHArN3dXk
Show Out (with Skepta & Pop Smoke),Kid Cudi,69433,5CFJRZRq6sdKKtRwNPWbYv
Valahol Itt,Bagossy Brothers Company,69428,5KyYfffHqFG0uaN1NjYAKr
IDK You Yet,Alexander 23,69426,0j1Ia2lQWrcXrQZI4AdJlk
THE BADDEST,"K/DA, (G)I-DLE, Wolftyla, Bea Miller, League of Legends",69342,6y3EPT8iw6HmuMpX05gyvt
Bad Vibe,"M.O, Lotto Boyzz, Mr Eazi",69326,3HATF0OPbTWWy5TPz8KiAu
Shalaa Balahon,Fawaz Ben Awad,69323,0Ec98JWxzVe7eoTzQ28sat
过客,阿涵,69313,1n3aKMpQ66D60IjOmLjpY1
Một Cú Lừa,Bich Phuong,69310,0d6x6469lyfnzbZp259vqS
Stereo Hearts (feat. Adam Levine),Gym Class Heroes,69240,0qOnSQQF0yzuPWsXrQ9paz
Morgan,White 2115,69240,1hsUy9KsNmqRgCWSbzSFbb
Pal,"Javed-Mohsin, Arijit Singh, Shreya Ghoshal",69237,5G7pZ8G8NFvS1MQ9H4L7dC
Chachachá,Jósean Log,69213,6aommJFM8i3iT4inKuDSXh
Genda Phool (feat. Payal Dev),Badshah,69190,0gzu5mm36VJH2Zqu8sQPTf
Quisiera Alejarme (feat. Ozuna),Wisin,69131,5X9daJT0Qg5yLIvUqwPKkX
Old Town Road (feat. RM of BTS) - Seoul Town Road Remix,Lil Nas X,69121,6woeVu3fVMflqen1t4N6pg
Mala dama,Kabát,69118,6Le5KOUhQgU4PQNkcX6sP4
City Lights,Blanche,69104,5v3oL4EOGmzFjo7S3O7IFH
La meilleure,"Hatik, Jok'air",69095,3zLggwxHPjIYS3Jc1z4jEo
Yaramızda Kalsın,Onur Can Özcan,69093,45OnzxxdG54d8Vrw9Wu1LB
Hornstullsstrand,"Hov1, Veronica Maggio",69090,2kju4JyRnNmiwQYhFrLgKy
Manzaralar,Patron,69081,7CyKxThAhId8fyIauqLHyU
ДЕВОЧКА С КАРЕ,MUKKA,69065,3wm7R39Zb2ZLggjd7s7PCs
1-2,nublu,69053,6UCxQMQiC4xu7PnYMxgvWJ
This Is Real (ft. Ella Henderson),Jax Jones,69050,1pRShUtGOG6ZP5fsnw9G4h
Torn,Ava Max,69043,6SpVp6ttad3XJOsjKBZwaq
Malemolência,Dynho Alves,69030,0ZTr6t4E5UurJE9oRYocbk
HAWAII,"Pil C, Ben Cristovao",69000,71fpW3zTuJrY8m5jlsN67I
Keisha & Becky - Remix,"Russ Millions, Tion Wayne, Aitch, Swarmz, Sav'o, JAY1",68996,5wIjM4q7oIgiLqn8Qfoyxh
Without You - Acoustic Version,"高爾宣 OSN, Vicky Chen",68962,3dGkfiu2IKSWZRfmBoUxvV
2 типа людей,Max Korzh,68941,5kz9d0Cxx7RK8PjRLlWnAt
如果能幸福 - HBO Asia原創影集《戒指流浪記》片尾曲,Eric Chou,68930,0TVrlU8El0K6U1pC2LOt09
Tap In,Saweetie,68927,4Hpib09wXgD84w4uwTPnYD
Yo No Sé,Rvfv,68899,3qV2FJCCiGshNoZ6TkRXQ2
"Hey, Soul Sister",Train,68880,4HlFJV71xXKIGcU3kRyttv
Jeg Har En Pige,Skinz,68851,5O9gTB3YaUUJ39S6nN7rUn
Rozovoye Vino,"Eldzhey, FEDUK",68840,2gcFOhxQOqAx1OABnxvUZ4
Homemade Dynamite,Lorde,68839,02oAUzv4M0ItuTDy2RT3IT
Discoteque,THE ROOP,68819,7dMOzsTZOUtOF7W5kLN0gf
差不多姑娘,G.E.M.,68801,1bxeQQXenRYsdXtiQr5Iko
Big For Your Boots,Stormzy,68798,46jHE9rVH5HqZ7VKZHPinC
Dahan,December Avenue,68702,4kEVDvxSiBOBHxB3hR4iqz
Etsi,SNIK,68694,73d7q3kVVIgfCUK07bVIVH
Lovers,sumika,68694,6IEqiEgTQn4FwE0seKXFZO
Allah’ından Bul,Ezhel,68665,04kJBtbRLM5eZff4OJDLZx
Dwutakt,"Alberto, OLEK",68648,2wMo0pUpFklPf5x47ZUR8I
Merry Xmas Everybody,Slade,68637,0z5jr9YE1siursT3dJUwDV
Kancelář - Official Remix,"Ektor, Separ, Rytmus, Ego",68613,625uctrrSuQaLMuZgdLYfm
Llamame Mas Temprano,Mano Arriba,68606,0QmLrmOKoP4eo1o6mwzZmd
tystnar i luren,"Miriam Bryant, Victor Leksell",68566,4dxeRrYgeAQ1F0uH9g04lN
Vi Kanke Være Venner,Unge Ferrari,68524,0S0n02HdUboPxJSpDtOqS5
What You Waiting For,SOMI,68507,26YSv4NFDACPUKGX5Aj079
טמפרטורה,"Omer Adam, Richie Loop",68472,48YR3sfM2r5otOIu9mdE7Z
Sånger från förut,GAMMAL,68462,7eXmd9KhEpsvATd568suYZ
Rasta Barbie (Remix),"Gigolo Y La Exce, Myke Towers, Arcangel, El Alfa, Farruko",68439,64kNRze29YqCFzFEpQCaHQ
Brown Munde,"AP Dhillon, Gminxr, Gurinder Gill, Shinda Kahlon",68438,58f4twRnbZOOVUhMUpplJ4
Street,Maes,68423,7x3kHHEczVkeuuFkUKjUv7
永遠飛行模式,Dear Jane,68418,5EIzOqZAhzahqfECAm68sY
La Dosis Perfecta,Panteon Rococo,68414,5bymCzswBkt0deeD1hlTIq
Mer för varandra,"Norlie & KKV, estraden",68387,5GC6b6Ukc7PfwG8VfYO3ar
Rayu,"Marion Jola, Laleilmanino",68384,4rAWADK2zYdjx2ar2Hp1C8
Oxi Simera,"LEX, Ortiz",68379,0dD17UWACV5aYTyeS6af1k
Zatmenie,"Ego, Stylko",68375,4pSLxnDlE5sgpSgujbAb48
Estamos Arriba,"Bad Bunny, Myke Towers",68370,0bCPJsVGDxPYwQMDZMi4NW
Pasos Al Costado,Turf,68363,7upAH0ezzsThyvr33YKn4u
Waalian,Harnoor,68350,68AyTcvyK46hpzwohHUkJI
ARISTOCRAT,MORGENSHTERN,68326,0si4hbWQ2OwdxKLF6x5xEX
Oks Lang,John Roa,68322,3Hsjzl5kBbCAMaJxg1OTwK
Þetta má,"Emmsjé Gauti, Herra Hnetusmjör",68295,7rZ3RlVfwuaeDWvf8XTOT1
Reborn,KIDS SEE GHOSTS,68291,4RVbK6cV0VqWdpCDcx3hiT
Control,"Unknown Brain, Rival, Jex",68271,3U7pqcZePqk0ssupTC37NK
Onizuka,PNL,68259,4GCIYE1x1TWJCChPkpy9by
Vùng Ký Ức,Chillies,68244,3H6nzsPNMttEvUl3ai3xN8
La Cintura (feat. Flo Rida & TINI) - Remix,Alvaro Soler,68158,7cui0h7KoaifEFzekOl6zX
Años Luz,Nicki Nicole,68105,4SQFu2eDYHTD9DdRVG3vU3
Người Ta Có Thương Mình Đâu,Truc Nhan,68099,6Q1xWenXXF97bQOj9AJtbt
איך את אוהבת,Eden Hason,68092,4j6zwZXmowzteSNjeqq1np
Just Us (feat. SZA),DJ Khaled,68056,0BnTBAGmr9FtYwkZrwKhwS
Reine,Dadju,68047,1bxP4M9ICllcg7mel8kH89
시작,Gaho,68036,5TeDIQrpwWtLWaFfzLH0hh
Olvídala,Binomio de Oro de América,68036,3QorC3YeHA1zuGHwGCmBja
מיליון דולר,"Noa Kirel, שחר סאול",68032,02WuyBR56QN3B6ZC0BeC3f
Heartless (feat. Morgan Wallen),Diplo,68018,3FU6urUVsgXa6RBuV2PdRk
Hardest To Love,The Weeknd,68018,6kWxIqQDsKFYCJGbU4AjCX
Nera,Irama,67975,6Lc0La3OwOmAouQjbID4uX
Makina,UZI,67970,5jvhTc0g18kwYQNUJM5C4e
Love No More,"Loud Luxury, anders",67937,0E8WJOFs2eWD67USh7C6Qd
Paredes - Ao Vivo,Jorge & Mateus,67936,2GfxgssRHvY1azHtaRqKoK
Free,"Marwan Pablo, Molotof",67903,6vRHVF61iN8TnMdoFBoE8f
ODIO,"J Balvin, Bad Bunny",67892,7alOsNr36sJ8CyOEP4aILq
Llegaste tú (feat. Reykon),Sofía Reyes,67885,79Bm3DTEYuQsDpUVHbSRsL
Σ. MOROSE,Damso,67879,5Zy87pKyQRlV2HIK8HZlAM
Sağı Solu Kes,Gazapizm,67864,5GBbUx3eAHDgoOvdcpFObI
Si tu savais,"Anys, Stormy",67840,2XoeD3lix5eVNEa40ZFtHW
Toda - Remix,"Rauw Alejandro, Alex Rose, Lyanno, Lenny Tavárez, Cazzu",67832,47ZS1OjnJpJVfGN9yHXfMn
Faccio un casino,Coez,67822,4cIkZCQyh6tYQDDr8D8GpB
Bigcityboi (feat. Touliver),Binz,67810,3sV8ExJeOGXbanczafavZv
Jag trodde änglarna fanns,Kamferdrops,67758,3qy7P1Vr6eGIwHP9DCUHwK
Mikasa,ElGrandeToto,67744,2Bzqjmj4ojuulDOSL0U8eg
Takin' Shots,Post Malone,67742,5ffntNJnJOeFv7b7DCd0Bw
Tennessee Whiskey,Chris Stapleton,67717,3fqwjXwUGN6vbzIwvyFMhx
Good Times,Ghali,67708,3vgclHni3T3qu7ZXz8idsk
